TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2019-20 Sem 1,UGME,BCHM4605,1A,2019-09-03,2019-09-24,,TUE,,,,,,,16:30,18:20,Gynaecology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4605,1A,2019-09-04,2019-11-27,,,WED,,,,,,10:30,12:20,Gynaecology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4605,1A,2019-09-06,2019-11-29,,,,,FRI,,,,09:30,10:20,Gynaecology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4605,1A,2019-10-08,2019-11-26,,TUE,,,,,,,16:30,18:20,Gynaecology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4606,1A,2019-09-03,2019-09-26,,TUE,,THU,,,,,14:30,17:20,Otorhinolaryngology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4606,1A,2019-10-03,2019-10-03,,,,THU,,,,,14:30,17:20,Otorhinolaryngology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4606,1A,2019-10-08,2019-10-10,,TUE,,THU,,,,,14:30,17:20,Otorhinolaryngology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4606,1A,2019-10-22,2019-11-28,,TUE,,THU,,,,,14:30,17:20,Otorhinolaryngology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4608,1B,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Fundamentals of Diagnosis,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4608,1B,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Fundamentals of Diagnosis,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM4608FY,FA,2019-09-01,2019-11-24,,,,,,,,,     ,08:50,Fundamentals of Diagnosis,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5601,1A,2019-09-02,2019-09-30,MON,,,,,,,,16:30,18:20,Life Cultivation and Healthcare of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5601,1A,2019-10-14,2019-11-25,MON,,,,,,,,16:30,18:20,Life Cultivation and Healthcare of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-09-02,2019-09-30,MON,,,,,,,,11:30,13:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-09-03,2019-09-27,,TUE,WED,,FRI,,,,16:30,18:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-10-02,2019-10-04,,,WED,,FRI,,,,16:30,18:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-10-08,2019-10-11,,TUE,WED,,FRI,,,,16:30,18:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-10-21,2019-11-25,MON,,,,,,,,11:30,13:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5603,1A,2019-10-22,2019-11-29,,TUE,WED,,FRI,,,,16:30,18:20,Seasonal Febrile Diseases,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5604,1A,2019-09-03,2019-09-27,,TUE,,,FRI,,,,14:30,16:20,Therapeutics in Acupuncture and Moxibustion,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5604,1A,2019-10-04,2019-10-04,,,,,FRI,,,,14:30,16:20,Therapeutics in Acupuncture and Moxibustion,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5604,1A,2019-10-08,2019-10-11,,TUE,,,FRI,,,,14:30,16:20,Therapeutics in Acupuncture and Moxibustion,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5604,1A,2019-10-22,2019-11-29,,TUE,,,FRI,,,,14:30,16:20,Therapeutics in Acupuncture and Moxibustion,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5608,1A,2019-09-01,2019-10-06,,,,,,,SUN,,     ,10:50,Ophthalmology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5608,1A,2019-10-20,2019-11-24,,,,,,,SUN,,     ,10:50,Ophthalmology of Chinese Medicine,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5610FY,FA,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Chinese Medicine Clinical Attachment IV,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM5610FY,FA,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Chinese Medicine Clinical Attachment IV,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM6601FY,FA,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Clinical Clerkship,School of Chinese Medicine,
2019-20 Sem 1,UGME,BCHM6601FY,FA,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Clinical Clerkship,School of Chinese Medicine,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-09-03,2019-09-24,,TUE,,,,,,,13:30,17:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-09-04,2019-10-09,,,WED,,,,,,08:30,10:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-09-05,2019-10-10,,,,THU,,,,,08:30,10:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-09-06,2019-10-11,,,,,FRI,,,,13:30,15:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-10-08,2019-10-08,,TUE,,,,,,,13:30,17:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-10-22,2019-11-26,,TUE,,,,,,,13:30,17:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-10-23,2019-11-27,,,WED,,,,,,08:30,10:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-10-24,2019-11-28,,,,THU,,,,,08:30,10:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC1101,1A,2019-10-25,2019-11-29,,,,,FRI,,,,13:30,15:20,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-09-05,2019-10-17,,,,THU,,,,,10:30,12:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-09-05,2019-10-17,,,,THU,,,,,16:30,18:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-09-06,2019-10-18,,,,,FRI,,,,16:30,19:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-10-31,2019-12-05,,,,THU,,,,,10:30,12:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-10-31,2019-12-05,,,,THU,,,,,16:30,18:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC2102,1A,2019-11-01,2019-12-06,,,,,FRI,,,,16:30,19:20,Life Science II,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC3104,1A,2019-09-01,2019-10-06,,,,,,,,,07:30,08:20,Life Science IV,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSC3104,1A,2019-10-20,2019-11-24,,,,,,,,,07:30,08:20,Life Science IV,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN1101,1A,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Foundation of Life Science,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN1101,1A,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Foundation of Life Science,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN2101,1A,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN2101,1A,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Life Science I,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN3101,1A,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Life Science III,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BMSN3101,1A,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Life Science III,School of Biomedical Sciences,
2019-20 Sem 1,UGME,BPHM2114,1A,2019-09-02,2019-11-25,MON,,,,,,,KKLG101,09:30,11:20,"Anatomy, Physiology & Pathophysiology II",Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM2114,1A,2019-09-05,2019-11-28,,,,THU,,,,MB249,11:30,12:20,"Anatomy, Physiology & Pathophysiology II",Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM2114,1A,2019-09-06,2019-11-29,,,,,FRI,,,MB121,09:30,12:20,"Anatomy, Physiology & Pathophysiology II",Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM2137,1A,2019-09-02,2019-11-26,MON,TUE,,,,,,MBG07,11:30,13:20,Essential Organic Chemistry,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM2141,1A,2019-09-03,2019-11-26,,TUE,,,,,,JLG04,09:30,11:20,Pharmacology and Clinical Pharmacy I,Dept of Pharmacology & Pharmac,"Chan,Wing Lam Phoebe; Chu,Kwok Pui Jody; Lam,Pui San May; Leung,Pak Heng George; Man,Ying Keung Ricky; Tai,Hok Leung Morris; Wang,Yu"
2019-20 Sem 1,UGME,BPHM2141,1A,2019-09-06,2019-11-29,,,,,FRI,,,LE5,14:30,16:20,Pharmacology and Clinical Pharmacy I,Dept of Pharmacology & Pharmac,"Chan,Wing Lam Phoebe; Chu,Kwok Pui Jody; Lam,Pui San May; Leung,Pak Heng George; Man,Ying Keung Ricky; Tai,Hok Leung Morris; Wang,Yu"
2019-20 Sem 1,UGME,BPHM2141,1A,2019-09-12,2019-09-19,,,,THU,,,,CPD-1.22,14:30,16:20,Pharmacology and Clinical Pharmacy I,Dept of Pharmacology & Pharmac,"Chan,Wing Lam Phoebe; Chu,Kwok Pui Jody; Lam,Pui San May; Leung,Pak Heng George; Man,Ying Keung Ricky; Tai,Hok Leung Morris; Wang,Yu"
2019-20 Sem 1,UGME,BPHM3115,1A,2019-09-03,2019-11-28,,TUE,,THU,,,,JLG01,09:30,11:20,Microbiology and Immunology,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-09-02,2019-11-25,MON,,,,,,,MB113G,09:30,11:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-09-04,2019-11-27,,,WED,,,,,KKLG107,10:30,12:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-09-06,2019-11-01,,,,,FRI,,,MB113G,14:30,16:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-11-08,2019-11-08,,,,,FRI,,,MB113G,14:30,17:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-11-15,2019-11-15,,,,,FRI,,,MB113G,14:30,16:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-11-22,2019-11-22,,,,,FRI,,,MB113G,14:30,17:50,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3132,1A,2019-11-29,2019-11-29,,,,,FRI,,,MB113G,14:30,16:20,Dosage Form Design,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3143,1A,2019-09-02,2019-11-29,MON,TUE,,THU,FRI,,,MB113G,11:30,13:20,Pharmacology and Clinical Pharmacy III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3144,1A,2019-09-04,2019-11-27,,,WED,,,,,MB100,14:30,16:20,Pharmacology and Clinical Pharmacy IV,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3144,1A,2019-09-04,2019-11-27,,,WED,,,,,MB249,16:30,18:20,Pharmacology and Clinical Pharmacy IV,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3151,1A,2019-09-05,2019-11-28,,,,THU,,,,EH101,14:30,16:20,"Principles of Pharmacognosy, Herbal Medicines & Nutraceuticals",Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM3151,1A,2019-09-06,2019-11-29,,,,,FRI,,,EH101,09:30,11:20,"Principles of Pharmacognosy, Herbal Medicines & Nutraceuticals",Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-09-02,2019-09-05,MON,TUE,,THU,,,,MB100,18:30,20:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-09-09,2019-09-09,MON,,,,,,,MB100,19:00,20:50,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-09-10,2019-09-10,,TUE,,,,,,MB100,19:00,20:50,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-09-30,2019-09-30,MON,,,,,,,MB100,19:00,20:50,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-10-03,2019-10-03,,,,THU,,,,MB100,19:00,20:50,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-10-08,2019-10-08,,TUE,,,,,,MB100,18:30,20:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-10-10,2019-10-10,,,,THU,,,,MB100,19:00,19:50,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-10-28,2019-10-31,MON,TUE,,THU,,,,MB100,18:30,20:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-11-04,2019-11-05,MON,TUE,,,,,,MB100,18:30,20:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-11-07,2019-11-07,,,,THU,,,,MB100,18:30,19:30,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-11-25,2019-11-28,MON,,,THU,,,,MB100,18:30,20:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4124,1A,2019-11-26,2019-11-26,,TUE,,,,,,MB100,18:30,19:20,Pharmacy Practice III,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-09-02,2019-09-12,MON,,,THU,,,,MWT5,13:30,15:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-09-05,2019-09-12,,,,THU,,,,KB111,15:30,17:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-09-30,2019-10-10,MON,,,THU,,,,MWT5,13:30,15:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-10-03,2019-10-10,,,,THU,,,,KB111,15:30,17:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-10-28,2019-11-07,MON,,,THU,,,,MWT5,13:30,15:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-10-31,2019-11-07,,,,THU,,,,KB111,15:30,17:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-11-25,2019-11-28,MON,,,THU,,,,MWT5,13:30,15:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4135,1A,2019-11-28,2019-11-28,,,,THU,,,,KB111,15:30,17:20,Industrial Drug Development,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-09-02,2019-09-09,MON,,,,,,,KK201,15:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-09-03,2019-09-10,,TUE,,,,,,,14:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-09-30,2019-10-07,MON,,,,,,,KK201,15:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-10-08,2019-10-08,,TUE,,,,,,,14:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-10-28,2019-11-04,MON,,,,,,,KK201,15:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-10-29,2019-11-05,,TUE,,,,,,,14:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-11-25,2019-11-25,MON,,,,,,,KK201,15:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4148,1A,2019-11-26,2019-11-26,,TUE,,,,,,,14:30,17:20,Clinical Pharmacy,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-09-03,2019-09-10,,TUE,,,,,,TT404,09:00,12:50,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-09-07,2019-09-07,,,,,,SAT,,MB100,09:00,13:20,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-09-28,2019-10-12,,,,,,SAT,,MB100,09:00,13:20,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-10-01,2019-10-08,,TUE,,,,,,TT404,09:00,12:50,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-10-29,2019-11-05,,TUE,,,,,,TT404,09:00,12:50,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-11-02,2019-11-09,,,,,,SAT,,MB100,09:00,13:20,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-11-26,2019-11-26,,TUE,,,,,,TT404,09:00,12:50,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,BPHM4151,1A,2019-11-30,2019-11-30,,,,,,SAT,,MB100,09:00,13:20,Cosmetic Science,Dept of Pharmacology & Pharmac,
2019-20 Sem 1,UGME,CMED2004,1A,2019-09-03,2019-09-24,,TUE,,,,,,,08:30,10:20,Behavioural Sciences I,School of Nursing,"Hon,Yee Lok"
2019-20 Sem 1,UGME,CMED2004,1A,2019-09-06,2019-10-11,,,,,FRI,,,,15:30,17:20,Behavioural Sciences I,School of Nursing,"Hon,Yee Lok"
2019-20 Sem 1,UGME,CMED2004,1A,2019-10-08,2019-10-08,,TUE,,,,,,,08:30,10:20,Behavioural Sciences I,School of Nursing,"Hon,Yee Lok"
2019-20 Sem 1,UGME,CMED2004,1A,2019-10-22,2019-11-26,,TUE,,,,,,,08:30,10:20,Behavioural Sciences I,School of Nursing,"Hon,Yee Lok"
2019-20 Sem 1,UGME,CMED2004,1A,2019-10-25,2019-11-29,,,,,FRI,,,,15:30,17:20,Behavioural Sciences I,School of Nursing,"Hon,Yee Lok"
2019-20 Sem 1,UGME,NURS1300,1A,2019-09-17,2019-09-17,,TUE,,,,,,,08:30,10:20,Nursing Foundations,LKS Medical Faculty,
2019-20 Sem 1,UGME,NURS3300,1A,2019-10-08,2019-10-08,,TUE,,,,,,,10:30,12:20,Nursing Care of the Adult II,LKS Medical Faculty,
2019-20 Sem 1,UGME,NURS3506,1A,2019-09-01,2019-12-15,,,,,,,SUN,,09:00,16:50,Nursing Care of the Adult II,School of Nursing,"Ng,Lai Han"
2019-20 Sem 1,UGME,NURS4306,1A,2019-09-01,2019-10-06,,,,,,,,,     ,08:50,Introduction to Nursing Research,LKS Medical Faculty,
2019-20 Sem 1,UGME,NURS4306,1A,2019-10-20,2019-11-24,,,,,,,,,     ,08:50,Introduction to Nursing Research,LKS Medical Faculty,
2019-20 Sem 1,UGME,NURS4502,1A,2019-09-01,2019-12-15,,,,,,,SUN,,09:00,16:50,Consolidation Practicum,School of Nursing,"Ng,Lai Han"
2019-20 Sem 1,UGME,NURS5303,1A,2019-09-16,2019-09-16,MON,,,,,,,,10:30,12:20,Evidence Based Practice,LKS Medical Faculty,
2019-20 Sem 1,UGME,PHAR3334,1A,2019-09-04,2019-10-10,,,WED,THU,,,,,08:30,09:20,Clinical Pharmacology for Nurses,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR3334,1A,2019-09-04,2019-10-10,,,WED,THU,,,,,09:30,10:20,Clinical Pharmacology for Nurses,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR3334,1A,2019-10-23,2019-11-28,,,WED,THU,,,,,08:30,09:20,Clinical Pharmacology for Nurses,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR3334,1A,2019-10-23,2019-11-28,,,WED,THU,,,,,09:30,10:20,Clinical Pharmacology for Nurses,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR4612,1A,2019-09-04,2019-10-10,,,WED,THU,,,,,08:30,09:20,Clinical Pharmacology,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR4612,1A,2019-09-04,2019-10-10,,,WED,THU,,,,,09:30,10:20,Clinical Pharmacology,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR4612,1A,2019-10-23,2019-11-28,,,WED,THU,,,,,08:30,09:20,Clinical Pharmacology,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGME,PHAR4612,1A,2019-10-23,2019-11-28,,,WED,THU,,,,,09:30,10:20,Clinical Pharmacology,Dept of Pharmacology & Pharmac,"Cheung,Ching Lung; Hoo,Lai Chong Ruby; Leung,Pak Heng George; Leung,Wai Sum Susan; Mak,Choi Wo Judith; Wang,Yu; Woo,Wai Hong Connie; Xia,Zhengyuan"
2019-20 Sem 1,UGDE,DENT1001,1A,2019-09-02,2019-12-09,MON,,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester I,Dental Faculty,
2019-20 Sem 1,UGDE,DENT1001,1A,2019-09-03,2019-12-10,,TUE,,,,,,PP,09:00,11:50,Dentistry: Integrated Semester I,Dental Faculty,
2019-20 Sem 1,UGDE,DENT1001,1A,2019-09-04,2019-12-11,,,WED,,,,,PP,09:00,11:50,Dentistry: Integrated Semester I,Dental Faculty,
2019-20 Sem 1,UGDE,DENT1001,1A,2019-09-05,2019-12-12,,,,THU,,,,PP,09:00,16:50,Dentistry: Integrated Semester I,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-09-02,2019-12-09,MON,,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-09-03,2019-12-10,,TUE,,,,,,PP,09:00,11:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-09-04,2019-12-11,,,WED,,,,,PP,09:00,11:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-09-05,2019-12-12,,,,THU,,,,PP,09:00,16:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-09-06,2019-10-25,,,,,FRI,,,PP,09:00,11:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT2001,1A,2019-11-01,2019-12-13,,,,,FRI,,,PP,09:00,16:50,Dentistry: Integrated Semester III,Dental Faculty,
2019-20 Sem 1,UGDE,DENT3001,1A,2019-09-02,2019-12-09,MON,,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester V,Dental Faculty,
2019-20 Sem 1,UGDE,DENT3001,1A,2019-09-03,2019-12-10,,TUE,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester V,Dental Faculty,
2019-20 Sem 1,UGDE,DENT3001,1A,2019-09-04,2019-12-11,,,WED,,,,,PP,09:00,16:50,Dentistry: Integrated Semester V,Dental Faculty,
2019-20 Sem 1,UGDE,DENT3001,1A,2019-09-05,2019-12-12,,,,THU,,,,PP,09:00,16:50,Dentistry: Integrated Semester V,Dental Faculty,
2019-20 Sem 1,UGDE,DENT3001,1A,2019-09-06,2019-12-13,,,,,FRI,,,PP,09:00,16:50,Dentistry: Integrated Semester V,Dental Faculty,
2019-20 Sem 1,UGDE,DENT4001,1A,2019-09-02,2019-12-09,MON,,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester VII,Dental Faculty,
2019-20 Sem 1,UGDE,DENT4001,1A,2019-09-03,2019-12-10,,TUE,,,,,,PP,09:00,16:50,Dentistry: Integrated Semester VII,Dental Faculty,
2019-20 Sem 1,UGDE,DENT4001,1A,2019-09-04,2019-12-11,,,WED,,,,,PP,09:00,16:50,Dentistry: Integrated Semester VII,Dental Faculty,
2019-20 Sem 1,UGDE,DENT4001,1A,2019-09-05,2019-12-12,,,,THU,,,,PP,09:00,16:50,Dentistry: Integrated Semester VII,Dental Faculty,
