ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
1001,ITAL,1001,1C,,6,"Riboldi,Ilaria Elena Sara",Tu 10:30AM - 12:20PM,CPD-3.21,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,CPD-3.21,09/05/2019 - 11/28/2019,,,,,,,,,Italian I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,ITAL,1001,1D,,6,"Riboldi,Ilaria Elena Sara",Tu 04:30PM - 06:20PM,CPD-LG.62,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-LG.62,09/05/2019 - 11/28/2019,,,,,,,,,Italian I.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,ITAL,2001,1A,,6,"Camporese,Nadia",Mo 12:30PM - 02:20PM,CPD-2.40,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,CPD-2.40,09/06/2019 - 11/29/2019,,,,,,,,,Italian II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,ITAL,2001,1B,,6,"Camporese,Nadia",Tu 10:30AM - 12:20PM,CPD-3.25,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,CPD-3.25,09/05/2019 - 11/28/2019,,,,,,,,,Italian II.1,,Open,0,100,0,UG - School of Modern Languages & C
2021,ITAL,2021,1A,,6,"Riboldi,Ilaria Elena Sara",We 10:30AM - 12:20PM,CPD-3.25,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Italian reading course,,Open,0,100,0,UG - School of Modern Languages & C
2023,ITAL,2023,1A,,6,"Camporese,Nadia",We 10:30AM - 12:20PM,CPD-1.43,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Italian lifestyle and culture,,Open,0,100,0,UG - School of Modern Languages & C
3001,ITAL,3001,1A,,6,"Camporese,Nadia",Tu 01:30PM - 03:20PM,CPD-3.25,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-3.25,09/05/2019 - 11/28/2019,,,,,,,,,Italian III.1,,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1A,,6,,Mo 12:30PM - 02:20PM,CPD-LG.08,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,KKLG110,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1B,,6,"Kodama,Hiroaki",Mo 03:30PM - 05:20PM,MB249,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,MB249,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1C,,6,,Mo 03:30PM - 05:20PM,KKLG101,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,KKLG101,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1D,,6,,Tu 04:30PM - 06:20PM,CPD-LG.17,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-LG.17,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1E,,6,,Mo 12:30PM - 02:20PM,CPD-LG.63,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,CPD-LG.63,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1F,,6,"Lau,Ka Hei Isaac",Tu 04:30PM - 06:20PM,MB256,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,MB256,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1G,,6,,Mo 09:30AM - 11:20AM,CPD-LG.07,09/02/2019 - 11/25/2019,,Fr 09:30AM - 11:20AM,KK102,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1088,JAPN,1088,1H,,6,,Tu 10:30AM - 12:20PM,CPD-LG.35,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,CPD-LG.35,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language I (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1188,JAPN,1188,1A,,6,"Lau,Ka Hei Isaac",Mo 03:30PM - 05:20PM,CPD-3.16,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,CPD-3.16,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1188,JAPN,1188,1B,,6,"Chan,Yuen Ling",Tu 01:30PM - 03:20PM,KKLG111,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,JLG05,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1188,JAPN,1188,1C,,6,,Tu 04:30PM - 06:20PM,CPD-2.14,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-2.14,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1188,JAPN,1188,1D,,6,,Tu 04:30PM - 06:20PM,CPD-3.16,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-3.16,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
2041,JAPN,2041,1A,,6,"Mito,Atsuko",Mo 12:30PM - 02:20PM,CPD-3.21,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,CPD-3.21,09/05/2019 - 11/28/2019,,,,,,,,,Comprehensive basic grammar,,Open,0,100,0,UG - School of Modern Languages & C
2060,JAPN,2060,1A,,6,"Teo,Ee Leong Victor",Tu 10:30AM - 12:20PM,CPD-4.17,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Contemporary Sino-Japanese relations,,Open,0,100,0,UG - School of Modern Languages & C
2088,JAPN,2088,1A,,6,"Lau,Ka Hei Isaac",Mo 03:30PM - 05:20PM,CPD-3.16,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,CPD-3.16,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
2088,JAPN,2088,1B,,6,"Chan,Yuen Ling",Tu 01:30PM - 03:20PM,KKLG111,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,JLG05,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
2088,JAPN,2088,1C,,6,,Tu 04:30PM - 06:20PM,CPD-2.14,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-2.14,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
2088,JAPN,2088,1D,,6,,Tu 04:30PM - 06:20PM,CPD-3.16,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-3.16,09/05/2019 - 11/28/2019,,,,,,,,,Japanese language II (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
2095,JAPN,2095,1A,,6,"Poch,Daniel Taro",Th 01:30PM - 03:20PM,CPD-LG.61,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Gender and sexuality in modern Japanese literature,,Open,0,100,0,UG - School of Modern Languages & C
2098,JAPN,2098,1A,,6,"Goddard,Timothy Unverzagt",We 10:30AM - 12:20PM,CPD-LG.60,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Of courtesans, samurai, and vengeful ghosts: Japanese literature of the early modern period",,Open,0,100,0,UG - School of Modern Languages & C
3018,JAPN,3018,1A,,6,"Teo,Ee Leong Victor",Tu 04:30PM - 06:20PM,JLG04,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Japan and China as great powers in international security and global affairs,,Open,0,100,0,UG - School of Modern Languages & C
3035,JAPN,3035,1A,,6,"Borland,Janet Lorraine",Mo 09:30AM - 11:20AM,CPD-3.04,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Revolutionary origins of modern Japan,,Open,0,100,0,UG - School of Modern Languages & C
3056,JAPN,3056,1A,,6,"Lui Kobayashi,Maki",We 10:30AM - 12:20PM,CPD-LG.46,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Traditional stories in Japanese,,Open,0,100,0,UG - School of Modern Languages & C
3062,JAPN,3062,1A,,6,"Lau,Ka Hei Isaac",Th 10:30AM - 12:20PM,CPD-LG.21,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Japanese through manga,,Open,0,100,0,UG - School of Modern Languages & C
3064,JAPN,3064,1A,,6,"Yoshikawa,Takako",Mo 12:30PM - 02:20PM,MB151,09/02/2019 - 11/25/2019,,,,,,,,,,,,,The Tale of Genji,,Open,0,100,0,UG - School of Modern Languages & C
3067,JAPN,3067,1A,,6,"Kodama,Hiroaki",Tu 01:30PM - 03:20PM,CPD-2.38,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Japanese pragmatics: Understanding the hidden meaning,,Open,0,100,0,UG - School of Modern Languages & C
3079,JAPN,3079,1A,,6,"Chan,Yuen Ling",Mo 05:30PM - 06:20PM,CPD-G.03,09/02/2019 - 11/25/2019,,Th 04:30PM - 06:20PM,CPD-G.03,09/05/2019 - 11/28/2019,,,,,,,,,Japanese to Chinese translation,,Open,0,100,0,UG - School of Modern Languages & C
3088,JAPN,3088,1A,,6,"Chan,Yuen Ling",Mo 09:30AM - 11:20AM,CPD-2.14,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Japanese language III (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
3088,JAPN,3088,1B,,6,"Chan,Yuen Ling",Mo 03:30PM - 05:20PM,CPD-2.14,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Japanese language III (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
4003,JAPN,4003,1A,,6,"Borland,Janet Lorraine",Tu 10:30AM - 12:20PM,CPD-3.27,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Japan: Earthquake nation: Capstone experience,,Open,0,100,0,UG - School of Modern Languages & C
4021,JAPN,4021,1A,,6,,Mo 03:30PM - 05:20PM,MB121,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Communication and society,,Open,0,100,0,UG - School of Modern Languages & C
4026,JAPN,4026,1A,,6,"Kodama,Hiroaki",Th 03:30PM - 04:20PM,CPD-LG.39,09/05/2019 - 11/28/2019,,Th 04:30PM - 06:20PM,CPD-LG.39,09/05/2019 - 11/28/2019,,,,,,,,,Collaborative community of inquiry: Hong Kong and Japan,,Open,0,100,0,UG - School of Modern Languages & C
4088,JAPN,4088,1A,,6,"Lui Kobayashi,Maki; Mito,Atsuko",Mo 12:30PM - 02:20PM,CPD-LG.17,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,CPD-LG.17,09/06/2019 - 11/29/2019,,,,,,,,,Japanese language IV (Part 1),,Open,0,100,0,UG - School of Modern Languages & C
1001,JMSC,1001,1A,,6,"Kajimoto,Masato",Tu 10:30AM - 12:20PM,EH101,09/03/2019 - 11/26/2019,,Tu 02:30PM - 03:20PM,EH101,09/03/2019 - 11/26/2019,,,,,,,,,Principles of journalism and the news media,,Open,0,100,0,UG - Journalism and Media Studies C
1001,JMSC,1001,1B,,6,"Kajimoto,Masato",Tu 10:30AM - 12:20PM,EH101,09/03/2019 - 11/26/2019,,Tu 03:30PM - 04:20PM,EH101,09/03/2019 - 11/26/2019,,,,,,,,,Principles of journalism and the news media,,Open,0,100,0,UG - Journalism and Media Studies C
1003,JMSC,1003,1A,,6,"Fu,King Wa",Mo 09:30AM - 11:20AM,EH101,09/02/2019 - 11/25/2019,,Fr 03:30PM - 04:20PM,201,09/06/2019 - 11/29/2019,,,,,,,,,Fundamental of data journalism,,Open,0,100,0,UG - Journalism and Media Studies C
1003,JMSC,1003,1B,,6,"Fu,King Wa",Mo 09:30AM - 11:20AM,EH101,09/02/2019 - 11/25/2019,,Fr 04:30PM - 05:20PM,201,09/06/2019 - 11/29/2019,,,,,,,,,Fundamental of data journalism,,Open,0,100,0,UG - Journalism and Media Studies C
1005,JMSC,1005,1A,,6,"Bray,Marianne Francoise",Tu 02:30PM - 04:20PM,201,09/03/2019 - 11/26/2019,,Tu 12:30PM - 01:20PM,EH102,09/03/2019 - 11/26/2019,,,,,,,,,Reporting and writing,,Open,0,100,0,UG - Journalism and Media Studies C
1005,JMSC,1005,1B,,6,"Bray,Marianne Francoise",Tu 04:30PM - 06:20PM,201,09/03/2019 - 11/26/2019,,Tu 12:30PM - 01:20PM,EH102,09/03/2019 - 11/26/2019,,,,,,,,,Reporting and writing,,Open,0,100,0,UG - Journalism and Media Studies C
1011,JMSC,1011,1A,,6,"Timmermans,Jeffrey Jay",Mo 02:30PM - 03:20PM,EH101,09/02/2019 - 11/25/2019,,Th 10:30AM - 12:20PM,201,09/05/2019 - 11/28/2019,,,,,,,,,Reporting and writing - I,,Open,0,100,0,UG - Journalism and Media Studies C
1011,JMSC,1011,1B,,6,"Timmermans,Jeffrey Jay",Mo 02:30PM - 03:20PM,EH101,09/02/2019 - 11/25/2019,,Fr 10:30AM - 12:20PM,201,09/06/2019 - 11/29/2019,,,,,,,,,Reporting and writing - I,,Open,0,100,0,UG - Journalism and Media Studies C
2001,JMSC,2001,1A,,6,"Fast,Sharron",Tu 04:30PM - 06:20PM,MWT3,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,EH101,09/05/2019 - 11/28/2019,,,,,,,,,Media law and ethics,,Open,0,100,0,UG - Journalism and Media Studies C
2001,JMSC,2001,1B,,6,"Fast,Sharron",Tu 04:30PM - 06:20PM,MWT3,09/03/2019 - 11/26/2019,,Th 10:30AM - 11:20AM,EH101,09/05/2019 - 11/28/2019,,,,,,,,,Media law and ethics,,Open,0,100,0,UG - Journalism and Media Studies C
2001,JMSC,2001,1C,,6,"Fast,Sharron",Tu 04:30PM - 06:20PM,MWT3,09/03/2019 - 11/26/2019,,Th 12:30PM - 01:20PM,EH101,09/05/2019 - 11/28/2019,,,,,,,,,Media law and ethics,,Open,0,100,0,UG - Journalism and Media Studies C
2002,JMSC,2002,1A,,6,"Walsh,Matthew Richard",Fr 09:30AM - 12:20PM,JMSCDMLAB,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Video news production,,Open,0,100,0,UG - Journalism and Media Studies C
2003,JMSC,2003,1A,,6,"Libunao,Adrian James Munoz",Th 01:30PM - 04:20PM,201,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Online journalism,,Open,0,100,0,UG - Journalism and Media Studies C
2005,JMSC,2005,1A,,6,"Richburg,Keith Bernard",Th 01:30PM - 04:20PM,SWY,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Feature writing,,Open,0,100,0,UG - Journalism and Media Studies C
2007,JMSC,2007,1A,,6,"Libunao,Adrian James Munoz",Tu 02:30PM - 05:20PM,JMSCDMLAB,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Introduction to photography,,Open,0,100,0,UG - Journalism and Media Studies C
2009,JMSC,2009,1A,,6,"Leung,Koon Kit",Mo 09:30AM - 12:20PM,JMSCDMLAB,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Visual journalism,,Open,0,100,0,UG - Journalism and Media Studies C
2012,JMSC,2012,1A,,6,"Walsh,Matthew Richard",We 09:30AM - 12:20PM,EHG01,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Anchoring and video news writing,,Open,0,100,0,UG - Journalism and Media Studies C
2014,JMSC,2014,1A,,6,"Chan,Pui King Patricia",Tu 10:30AM - 12:20PM,EH102,09/03/2019 - 11/26/2019,,We 12:30PM - 01:20PM,201,09/04/2019 - 11/27/2019,,,,,,,,,Public affairs reporting,,Open,0,100,0,UG - Journalism and Media Studies C
2021,JMSC,2021,1A,,6,"Yu,O Lun Patrick",Tu 01:30PM - 03:20PM,EH102,09/03/2019 - 11/26/2019,,Tu 05:30PM - 06:20PM,JMSCDMLAB,09/03/2019 - 11/26/2019,,,,,,,,,Introduction to strategic communication,,Open,0,100,0,UG - Journalism and Media Studies C
3004,JMSC,3004,1A,,6,"Timmermans,Jeffrey Jay",We 10:30AM - 12:20PM,EH102,09/04/2019 - 11/27/2019,,Th 04:30PM - 05:20PM,201,09/05/2019 - 11/28/2019,,,,,,,,,Fundamentals of business and financial Journalism,,Open,0,100,0,UG - Journalism and Media Studies C
3013,JMSC,3013,1A,,6,"Leung,Koon Kit",Mo 02:30PM - 05:20PM,JMSCDMLAB,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Multimedia magazine design,,Open,0,100,0,UG - Journalism and Media Studies C
4001,JMSC,4001,1A,,6,"Libunao,Adrian James Munoz",Mo 12:30PM - 02:20PM,SWY,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Journalism capstone experience,,Open,0,100,0,UG - Journalism and Media Studies C
1001,KORE,1001,1A,,6,"Paik,Youngkyoung",Mo 09:30AM - 11:20AM,CPD-4.16,09/02/2019 - 11/25/2019,,Tu 10:30AM - 12:20PM,CPD-4.16,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,CPD-4.16,09/05/2019 - 11/28/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,KORE,1001,1B,,6,"Lee,Kangsoon",Mo 11:30AM - 12:20PM,CPD-3.15,09/02/2019 - 11/25/2019,,We 10:30AM - 12:20PM,CPD-3.15,09/04/2019 - 11/27/2019,,Th 10:30AM - 12:20PM,CPD-3.15,09/05/2019 - 11/28/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,KORE,1001,1C,,6,"Paik,Youngkyoung",Mo 12:30PM - 02:20PM,CPD-4.17,09/02/2019 - 11/25/2019,,Tu 12:30PM - 01:20PM,CPD-4.17,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,CPD-4.17,09/06/2019 - 11/29/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,KORE,1001,1D,,6,"Yoon,Sung Hee",Mo 02:30PM - 03:20PM,CPD-3.15,09/02/2019 - 11/25/2019,,Tu 01:30PM - 03:20PM,CPD-3.15,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-LG.62,09/05/2019 - 11/28/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,KORE,1001,1E,,6,"Ko,Euneee",Mo 03:30PM - 05:20PM,CPD-3.15,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,CPD-LG.62,09/05/2019 - 11/28/2019,,Fr 03:30PM - 05:20PM,CPD-3.15,09/06/2019 - 11/29/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
1001,KORE,1001,1F,,6,"Yoon,Sung Hee",Mo 12:30PM - 02:20PM,CPD-4.16,09/02/2019 - 11/25/2019,,Tu 12:30PM - 01:20PM,CPD-4.16,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,CPD-4.16,09/06/2019 - 11/29/2019,,,,,Korean I.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1A,,6,"Yoon,Sung Hee",Mo 09:30AM - 11:20AM,CPD-1.43,09/02/2019 - 11/25/2019,,Fr 09:30AM - 11:20AM,CPD-1.43,09/06/2019 - 11/29/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1B,,6,"Chang,Eunkyung",Mo 12:30PM - 02:20PM,CPD-1.43,09/02/2019 - 11/25/2019,,Fr 12:30PM - 02:20PM,CPD-1.43,09/06/2019 - 11/29/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1C,,6,"Paik,Youngkyoung",Mo 03:30PM - 05:20PM,CPD-1.43,09/02/2019 - 11/25/2019,,Fr 03:30PM - 05:20PM,CPD-1.43,09/06/2019 - 11/29/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1D,,6,"Ko,Euneee",Tu 10:30AM - 12:20PM,CPD-1.43,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,CPD-1.43,09/05/2019 - 11/28/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1E,,6,"Lee,Eul Ji",Tu 01:30PM - 03:20PM,CPD-1.43,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-1.43,09/05/2019 - 11/28/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2001,KORE,2001,1F,,6,"Lee,Kangsoon",Tu 04:30PM - 06:20PM,CPD-1.43,09/03/2019 - 11/26/2019,,Th 04:30PM - 06:20PM,CPD-1.43,09/05/2019 - 11/28/2019,,,,,,,,,Korean II.1,,Open,0,100,0,UG - School of Modern Languages & C
2033,KORE,2033,1A,,6,,Tu 10:30AM - 12:20PM,KB111,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Modern and contemporary Korea,,Open,0,100,0,UG - School of Modern Languages & C
2035,KORE,2035,1A,,6,"Cha,Sung Kwang",We 10:30AM - 12:20PM,KKLG111,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Society and thoughts in Korea,,Open,0,100,0,UG - School of Modern Languages & C
2036,KORE,2036,1A,,6,,Th 10:30AM - 12:20PM,CPD-2.19,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Korean society before 1900,,Open,0,100,0,UG - School of Modern Languages & C
3001,KORE,3001,1A,,6,"Chang,Eunkyung",Mo 09:30AM - 11:20AM,CPD-1.45,09/02/2019 - 11/25/2019,,Tu 10:30AM - 12:20PM,CPD-1.45,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,CPD-1.45,09/05/2019 - 11/28/2019,,,,,Korean III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,KORE,3001,1B,,6,"Lee,Eul Ji",Mo 11:30AM - 12:20PM,CPD-3.06,09/02/2019 - 11/25/2019,,We 10:30AM - 12:20PM,CPD-3.06,09/04/2019 - 11/27/2019,,Th 10:30AM - 12:20PM,CPD-3.06,09/05/2019 - 11/28/2019,,,,,Korean III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,KORE,3001,1C,,6,"Lee,Kangsoon",Mo 12:30PM - 02:20PM,CPD-LG.21,09/02/2019 - 11/25/2019,,Tu 12:30PM - 01:20PM,CPD-LG.21,09/03/2019 - 11/26/2019,,Fr 12:30PM - 02:20PM,CPD-LG.21,09/06/2019 - 11/29/2019,,,,,Korean III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,KORE,3001,1D,,6,"Chang,Eunkyung",Mo 02:30PM - 03:20PM,CPD-LG.46,09/02/2019 - 11/25/2019,,Tu 01:30PM - 03:20PM,CPD-LG.46,09/03/2019 - 11/26/2019,,Th 01:30PM - 03:20PM,CPD-LG.46,09/05/2019 - 11/28/2019,,,,,Korean III.1,,Open,0,100,0,UG - School of Modern Languages & C
3001,KORE,3001,1E,,6,"Lee,Eul Ji",Mo 03:30PM - 05:20PM,CPD-LG.36,09/02/2019 - 11/25/2019,,Th 03:30PM - 04:20PM,CPD-LG.36,09/05/2019 - 11/28/2019,,Fr 03:30PM - 05:20PM,CPD-LG.36,09/06/2019 - 11/29/2019,,,,,Korean III.1,,Open,0,100,0,UG - School of Modern Languages & C
3025,KORE,3025,1A,,6,"Paik,Youngkyoung",We 10:30AM - 12:20PM,CPD-1.23,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Korean for business 1,,Open,0,100,0,UG - School of Modern Languages & C
3037,KORE,3037,1A,,6,"Lee,Eul Ji",Mo 12:30PM - 02:20PM,CPD-LG.46,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Korean language through media,,Open,0,100,0,UG - School of Modern Languages & C
3040,KORE,3040,1A,,6,"Chang,Eunkyung",Fr 09:30AM - 11:20AM,CPD-1.23,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Presenting opinions in Korean,,Open,0,100,0,UG - School of Modern Languages & C
4003,KORE,4003,1A,,6,"Lee,Kangsoon",Th 01:30PM - 03:20PM,CPD-LG.21,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Contemporary Korean society,,Open,0,100,0,UG - School of Modern Languages & C
2001,LALS,2001,1A,,6,"Adair,Anya Margaret",We 09:30AM - 12:20PM,CPD-3.29,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to law and literary studies,,Open,0,100,0,UG - Dept of Law
3002,LALS,3002,1A,,6,"Hutton,Christopher Mark",Fr 02:30PM - 05:20PM,CPD-G.02,09/06/2019 - 11/29/2019,,,,,,,,,,,,,"Law, meaning and interpretation",,Open,0,100,0,UG - School of English
3004,LALS,3004,1A,,6,,Tu 01:30PM - 04:20PM,CPD-2.37,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Law and film,,Open,0,100,0,UG - Dept of Law
3010,LALS,3010,1A,,6,"Adair,Anya Margaret",Mo 09:30AM - 12:20PM,CPD-LG.10,09/02/2019 - 11/25/2019,,,,,,,,,,,,,The beginnings of English law and literature,,Open,0,100,0,UG - School of English
1004,LCOM,1004,1A,,6,"Zayts,Olga A",Th 01:30PM - 04:20PM,CPD-LG.08,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Introduction to pragmatics,,Open,0,100,0,UG - School of English
2001,LCOM,2001,1A,,6,"Pable,Adrian Marco",Th 01:30PM - 04:20PM,CPD-3.15,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Theories of language and communication,,Open,0,100,0,UG - School of English
2007,LCOM,2007,1A,,6,"Wong,Lai Yin May",Fr 09:30AM - 12:20PM,MB141,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Visual communication,,Open,0,100,0,UG - School of English
1000,LING,1000,1A,,6,"Lam,Shi Ching Olivia",We 10:30AM - 12:20PM,MWT2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Introduction to language,,Open,0,100,0,UG - School of Humanities
2003,LING,2003,1A,,6,"Matthews,Stephen James",We 10:30AM - 12:20PM,CPD-2.19,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Semantics: Meaning and grammar,,Open,0,100,0,UG - School of Humanities
2004,LING,2004,1A,,6,"Havenhill,Jonathan Eric",Tu 04:30PM - 06:20PM,MWT4,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Phonetics: Describing sounds,,Open,0,100,0,UG - School of Humanities
2027,LING,2027,1A,,6,"Do,Youngah",We 10:30AM - 12:20PM,CPD-2.42,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Phonology: An introduction to the study of sound systems,,Open,0,100,0,UG - School of Humanities
2034,LING,2034,1A,,6,"Hwang,Heeju",Mo 03:30PM - 05:20PM,CPD-LG.59,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Psycholinguistics,,Open,0,100,0,UG - School of Humanities
2037,LING,2037,1A,,6,"Siok,Wai Ting",Tu 10:30AM - 12:20PM,CPD-1.21,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Bilingualism,,Open,0,100,0,UG - School of Humanities
2050,LING,2050,1A,,6,"Perry,John Joseph",Tu 01:30PM - 03:20PM,CPD-LG.34,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Grammatical description,,Open,0,100,0,UG - School of Humanities
